,Risk Off,Risk On,BTC
24/08/2017,160.902772,3180.854764,4146.92
25/08/2017,161.8684824,3380.118462,4325.82
26/08/2017,162.1524145,3409.125906,4353.13
27/08/2017,162.2641648,3394.918203,4341.98
28/08/2017,162.4079768,3396.846701,4344.90
29/08/2017,162.6783904,3434.821253,4379.76
30/08/2017,163.4849464,3684.627919,4600.46
31/08/2017,163.5737112,3667.534102,4586.63
01/09/2017,164.0303813,3842.628249,4740.36
02/09/2017,164.4068048,4046.733429,4918.17
03/09/2017,163.8281434,3674.704592,4595.02
04/09/2017,164.0063211,3708.273864,4625.30
05/09/2017,163.4317386,3421.138628,4374.75
06/09/2017,163.8273978,3509.799878,4454.05
07/09/2017,164.2680893,3684.756347,4607.52
08/09/2017,164.4285074,3715.373655,4635.11
09/09/2017,163.9809142,3381.165109,4345.46
10/09/2017,164.0879363,3368.514267,4335.59
11/09/2017,164.0310551,3282.827581,4261.84
12/09/2017,164.0469788,3224.992823,4212.55
13/09/2017,164.1216005,3167.797862,4164.32
14/09/2017,163.4659876,2850.317661,3887.12
15/09/2017,157.7423406,2161.437646,3247.47
16/09/2017,162.5386431,2640.133264,3699.22
17/09/2017,162.9052056,2650.379366,3711.23
18/09/2017,163.2018587,2648.027051,3711.86
19/09/2017,165.0301504,3060.224609,4080.43
20/09/2017,164.9413578,2880.177897,3925.74
21/09/2017,165.0179253,2844.33497,3895.78
22/09/2017,164.5256244,2523.600143,3617.24
23/09/2017,164.7329937,2523.752197,3619.21
24/09/2017,165.1572822,2702.298327,3775.60
25/09/2017,165.1536673,2586.866238,3676.90
26/09/2017,165.2925473,2868.345082,3918.74
27/09/2017,165.2995984,2834.758694,3890.09
28/09/2017,165.3014746,3206.400237,4207.79
29/09/2017,165.301475,3182.982305,4187.77
30/09/2017,165.301475,3144.658015,4155.01
01/10/2017,166.8212775,3387.50062,4334.54
02/10/2017,167.2448178,3451.406358,4382.09
03/10/2017,167.3248068,3457.133336,4386.88
04/10/2017,166.6784783,3347.86493,4306.56
05/10/2017,166.1322607,3222.208199,4216.68
06/10/2017,167.0685704,3359.904046,4319.42
07/10/2017,167.5436869,3421.24307,4365.92
08/10/2017,168.2228981,3518.728947,4438.86
09/10/2017,169.6828598,3735.992837,4600.74
10/10/2017,171.2225183,3974.31083,4777.53
11/10/2017,171.0649749,3922.124654,4741.08
12/10/2017,171.8394197,4019.235281,4814.97
13/10/2017,175.9645154,4816.720708,5393.67
14/10/2017,177.6183559,5118.882946,5614.08
15/10/2017,178.8462538,5355.36051,5785.74
16/10/2017,178.4006489,5218.717723,5689.87
17/10/2017,178.9283365,5309.010469,5756.15
18/10/2017,178.0148874,5075.524431,5590.42
19/10/2017,178.0580875,5064.794327,5583.87
20/10/2017,178.9957148,5235.321386,5708.31
21/10/2017,180.8286937,5643.304118,6000.88
22/10/2017,181.1048622,5682.438206,6030.21
23/10/2017,181.0099751,5633.369462,5996.60
24/10/2017,180.5077535,5478.920988,5888.25
25/10/2017,177.9189148,4967.396232,5517.78
26/10/2017,179.4455656,5268.699356,5736.02
27/10/2017,180.5560362,5496.268925,5900.32
28/10/2017,179.8218051,5315.923668,5771.95
29/10/2017,179.9686612,5298.664665,5762.39
30/10/2017,182.2892002,5878.663853,6174.73
31/10/2017,182.1327155,5797.674149,6119.26
01/11/2017,183.7692123,6234.654852,6428.51
02/11/2017,185.3595743,6655.316397,6726.41
03/11/2017,186.5418995,7113.209625,7043.78
04/11/2017,187.3073893,7333.044277,7198.63
05/11/2017,187.9956203,7655.781937,7420.50
06/11/2017,187.9863715,7581.244923,7371.14
07/11/2017,186.8017653,7019.695433,6985.26
08/11/2017,187.5552879,7206.585108,7118.20
09/11/2017,188.4841145,7692.98074,7451.21
10/11/2017,187.6208946,7204.633946,7117.74
11/11/2017,185.744445,6487.781888,6620.57
12/11/2017,184.5609182,6095.786455,6346.72
13/11/2017,181.6737895,5367.20233,5829.10
14/11/2017,186.4133959,6321.991178,6519.45
15/11/2017,187.6423095,6409.003098,6592.37
16/11/2017,189.2928741,7384.187465,7257.37
17/11/2017,190.2284713,8238.760229,7833.70
18/11/2017,190.3475494,8078.058081,7729.03
19/11/2017,190.5606292,8175.603062,7796.15
20/11/2017,190.845581,8506.467363,8018.32
21/11/2017,191.1884831,8880.711436,8269.87
22/11/2017,191.1046656,8613.061384,8092.00
23/11/2017,191.246753,8848.910503,8249.60
24/11/2017,191.1925468,8580.619432,8071.67
25/11/2017,191.3416164,8821.108704,8232.42
26/11/2017,191.5074015,9616.780033,8760.17
27/11/2017,191.6049928,10462.17794,9319.90
28/11/2017,191.6344036,11083.46939,9730.73
29/11/2017,191.6454569,11388.21012,9932.19
30/11/2017,191.6452876,11188.15762,9800.03
01/12/2017,191.6520756,11485.74694,9996.71
02/12/2017,191.6592798,12715.07251,10808.96
03/12/2017,191.6605334,12905.62132,10934.86
04/12/2017,191.6614956,13328.0401,11213.94
05/12/2017,191.6619014,13855.06847,11562.13
06/12/2017,191.6620305,14119.39015,11736.75
07/12/2017,191.66212,17533.27082,13992.13
08/12/2017,191.6621436,22135.04929,17032.29
09/12/2017,191.6621369,21024.31446,16298.49
10/12/2017,191.6620813,19134.5598,15050.02
11/12/2017,191.6621285,19777.83171,15475.00
12/12/2017,191.6621504,21894.68617,16873.50
13/12/2017,191.6621514,22742.99271,17433.93
14/12/2017,191.6621511,21352.27231,16515.15
15/12/2017,191.6621515,21485.08143,16602.89
16/12/2017,191.6621517,23148.76248,17702.00
17/12/2017,191.6621517,26083.0157,19640.51
18/12/2017,191.6621517,25492.6172,19250.47
19/12/2017,191.6621517,25086.28556,18982.03
20/12/2017,191.6621517,23075.0833,17653.33
21/12/2017,191.6621517,21259.14372,16453.63
22/12/2017,191.6621517,20018.25256,15633.83
23/12/2017,191.6621517,18007.93372,14305.72
24/12/2017,191.6621517,18923.91131,14910.86
25/12/2017,191.6621517,17585.05948,14026.35
26/12/2017,191.6621517,17667.6985,14080.94
27/12/2017,191.6621517,20159.49521,15727.15
28/12/2017,191.6621517,19647.65782,15389.00
29/12/2017,191.6621517,17983.31227,14289.45
30/12/2017,191.6621517,18410.61003,14571.75
31/12/2017,191.6621517,15953.88946,12948.72
01/01/2018,194.1584196,18143.1296,13921.48
02/01/2018,193.031431,17111.25405,13464.65
03/01/2018,196.1557529,20029.11024,14754.32
04/01/2018,196.8359639,20603.2208,15010.29
05/01/2018,197.0538844,20732.96578,15070.30
06/01/2018,201.2097854,25135.24543,16997.23
07/01/2018,201.5207017,25371.4555,17103.59
08/01/2018,199.6513347,23378.5921,16231.69
09/01/2018,196.6458715,20439.47949,14937.42
10/01/2018,195.4471154,19162.23141,14378.59
11/01/2018,196.2932373,19807.63846,14669.09
12/01/2018,192.4822876,16472.18365,13186.75
13/01/2018,194.2688402,17808.58156,13789.44
14/01/2018,195.4772264,18796.60731,14231.23
15/01/2018,194.1545161,17551.03913,13681.07
16/01/2018,194.0228193,17341.78334,13591.70
17/01/2018,187.7153279,12542.6559,11431.04
18/01/2018,186.9509017,11937.44107,11159.61
19/01/2018,187.2192968,12128.07848,11246.04
20/01/2018,187.8010791,12558.22631,11440.26
21/01/2018,191.5150558,15521.82203,12768.40
22/01/2018,187.6744002,12524.7581,11422.39
23/01/2018,185.7128626,10999.99179,10737.35
24/01/2018,186.0523931,11247.81496,10849.39
25/01/2018,187.1679431,12082.7166,11225.90
26/01/2018,186.9165539,11868.48623,11130.46
27/01/2018,186.6535503,11656.50615,11035.55
28/01/2018,187.5080433,12288.68266,11320.97
29/01/2018,188.3957566,12941.68303,11615.96
30/01/2018,186.9661991,11869.50236,11132.55
31/01/2018,183.4559723,9271.236357,9959.55
01/02/2018,183.7187057,9472.492207,10050.10
02/02/2018,180.7240481,7232.415625,9039.87
03/02/2018,179.963258,6670.374878,8786.08
04/02/2018,180.9669586,7439.476426,9132.10
05/02/2018,178.2508663,5493.241655,8250.53
06/02/2018,174.4248376,2359.496842,6849.54
07/02/2018,176.7448313,4357.251835,7738.64
08/02/2018,176.386326,4106.061903,7624.60
09/02/2018,177.9794544,5437.113961,8218.58
10/02/2018,179.1219489,6430.849157,8660.45
11/02/2018,178.6821672,6146.722107,8530.29
12/02/2018,177.4379755,5181.924695,8096.73
13/02/2018,179.7631131,6986.655483,8907.67
14/02/2018,178.5569941,6141.553407,8523.97
15/02/2018,181.2918831,8238.410206,9467.30
16/02/2018,183.3355541,9643.946716,10106.73
17/02/2018,183.5539589,9829.26385,10189.32
18/02/2018,186.6018773,11784.12196,11085.60
19/02/2018,184.3556604,10410.04639,10452.09
20/02/2018,186.7271903,11906.15648,11139.36
21/02/2018,187.0391231,12142.81102,11245.93
22/02/2018,184.1789659,10441.44386,10458.87
23/02/2018,182.0948375,9183.98347,9878.16
24/02/2018,182.9783979,9802.629929,10159.07
25/02/2018,181.1141637,8793.589712,9686.60
26/02/2018,180.7237614,8620.640336,9603.23
27/02/2018,183.1164417,10168.8916,10312.37
28/02/2018,184.307269,10911.86732,10654.11
01/03/2018,182.7532347,10185.96375,10307.02
02/03/2018,185.0389276,11515.10822,10923.63
03/03/2018,185.302033,11716.03377,11014.06
04/03/2018,186.8941328,12597.80355,11425.68
05/03/2018,186.9669558,12682.675,11462.58
06/03/2018,187.2303048,12853.15195,11540.66
07/03/2018,183.0952428,11069.25095,10677.04
08/03/2018,179.8789242,9429.851976,9903.09
09/03/2018,177.7300535,8197.731562,9330.48
10/03/2018,177.2777779,8106.414266,9278.14
11/03/2018,175.7473094,7022.490449,8786.56
12/03/2018,177.7376112,8648.18685,9513.54
13/03/2018,176.2643929,7869.814878,9147.89
14/03/2018,176.0332967,7920.228849,9160.54
15/03/2018,173.9666069,5779.872392,8222.13
16/03/2018,173.8644367,5902.865128,8268.59
17/03/2018,173.8576464,6170.334018,8376.90
18/03/2018,173.0159655,5020.049065,7881.66
19/03/2018,173.1644994,5765.049089,8189.02
20/03/2018,173.3926443,6603.575037,8537.02
21/03/2018,173.6876986,7462.485492,8895.55
22/03/2018,173.3318381,7452.7963,8879.59
23/03/2018,172.933334,7069.702205,8710.66
24/03/2018,172.8244669,7229.276809,8771.75
25/03/2018,172.644971,6848.088721,8610.99
26/03/2018,172.5454995,6436.535143,8440.61
27/03/2018,172.5048441,5776.015837,8171.18
28/03/2018,172.4982949,4953.739493,7837.27
29/03/2018,172.4980978,5191.242821,7933.64
30/03/2018,172.498092,3158.154959,7108.57
31/03/2018,172.498092,2477.014539,6832.15
01/04/2018,173.0711055,2534.141289,6922.28
02/04/2018,172.5450443,2456.310021,6804.52
03/04/2018,173.7665632,2604.625308,7033.26
04/04/2018,175.5833416,2859.543404,7420.80
05/04/2018,172.5120471,2439.395011,6780.54
06/04/2018,172.721045,2449.357994,6798.42
07/04/2018,172.0232925,2323.109037,6610.49
08/04/2018,173.6977596,2499.175708,6886.47
09/04/2018,174.4114213,2578.497118,7010.00
10/04/2018,172.9255528,2401.806098,6736.89
11/04/2018,173.4344278,2452.380639,6816.72
12/04/2018,174.2035445,2534.198142,6944.79
13/04/2018,179.1815541,3158.482624,7904.33
14/04/2018,179.5949063,3163.231043,7919.06
15/04/2018,180.1657608,3218.373753,8006.42
16/04/2018,182.3544535,3430.472557,8342.27
17/04/2018,180.9728483,3236.197522,8046.98
18/04/2018,180.1339049,3132.776286,7887.74
19/04/2018,182.0015018,3305.43147,8162.83
20/04/2018,182.797942,3373.852103,8272.97
21/04/2018,185.8817567,3740.364069,8839.50
22/04/2018,186.1035536,3754.610377,8863.54
23/04/2018,186.113179,3709.094118,8800.96
24/04/2018,187.0232639,3790.162343,8930.78
25/04/2018,190.1549538,4268.301512,9652.21
26/04/2018,186.2991245,3745.978157,8855.51
27/04/2018,188.2925098,4014.078698,9264.73
28/04/2018,187.2760208,3823.183927,8981.33
29/04/2018,189.1001306,4058.384951,9341.82
30/04/2018,189.5266637,4092.266089,9397.00
01/05/2018,189.0497299,3977.101131,9228.73
02/05/2018,188.3878611,3873.085145,9072.17
03/05/2018,189.2386613,3956.551548,9204.13
04/05/2018,191.6315775,4318.510489,9750.70
05/05/2018,191.5405439,4280.620761,9696.64
06/05/2018,192.4094236,4340.134158,9795.93
07/05/2018,191.980246,4200.668519,9595.09
08/05/2018,191.0931692,4028.088231,9339.51
09/05/2018,190.5865412,3943.172995,9212.37
10/05/2018,191.3116256,3991.256935,9293.04
11/05/2018,190.4863467,3817.835821,9037.53
12/05/2018,186.6769507,3424.590042,8419.76
13/05/2018,187.2326844,3464.478725,8485.78
14/05/2018,189.3200664,3586.818056,8695.83
15/05/2018,189.300446,3569.147093,8671.07
16/05/2018,188.2022894,3452.504903,8488.46
17/05/2018,187.3900646,3347.639148,8327.76
18/05/2018,185.3983394,3175.212448,8050.52
19/05/2018,187.0323702,3284.13038,8233.09
20/05/2018,187.2432814,3278.488896,8229.48
21/05/2018,189.4239053,3451.629889,8511.45
22/05/2018,188.7667107,3379.256889,8398.62
23/05/2018,185.6648335,3140.213885,8007.53
24/05/2018,181.2359229,2850.934133,7520.87
25/05/2018,181.8596864,2881.681408,7575.62
26/05/2018,180.4988861,2792.276295,7425.38
27/05/2018,179.6056602,2733.265038,7326.30
28/05/2018,179.8048383,2739.026289,7338.19
29/05/2018,177.5653784,2606.318259,7110.82
30/05/2018,181.4795104,2798.684984,7453.63
31/05/2018,180.6877991,2752.796214,7374.67
01/06/2018,181.9659545,2809.905833,7478.74
02/06/2018,182.5769854,2830.92894,7519.84
03/06/2018,184.1474472,2893.658837,7637.45
04/06/2018,185.4110024,2922.43588,7702.16
05/06/2018,182.9057699,2802.147102,7486.65
06/06/2018,184.6229232,2867.762279,7611.15
07/06/2018,185.3473336,2886.092932,7650.78
08/06/2018,185.7217478,2891.717834,7665.95
09/06/2018,185.4289963,2864.491701,7622.60
10/06/2018,184.7181498,2826.530196,7556.17
11/06/2018,172.8665971,2408.339615,6744.74
12/06/2018,174.2127233,2464.940224,6849.45
13/06/2018,169.00512,2305.690265,6526.70
14/06/2018,165.614546,2194.719754,6306.51
15/06/2018,170.426316,2360.019077,6629.77
16/06/2018,166.6042764,2248.058747,6399.67
17/06/2018,167.9045001,2298.737753,6495.32
18/06/2018,166.9174314,2280.556577,6450.69
19/06/2018,171.1700632,2403.027488,6703.81
20/06/2018,171.456923,2419.715977,6732.51
21/06/2018,171.7233814,2430.897917,6753.21
22/06/2018,170.9031076,2418.868955,6720.37
23/06/2018,159.9410308,2097.134029,6059.58
24/06/2018,160.69211,2169.481636,6174.23
25/06/2018,159.6743449,2163.982935,6146.49
26/06/2018,160.5011046,2222.480831,6243.54
27/06/2018,157.9905309,2151.646677,6096.13
28/06/2018,157.8393294,2185.041336,6139.19
29/06/2018,155.3755166,2016.990615,5858.64
30/06/2018,157.0667423,2255.393392,6220.91
01/07/2018,158.197673,2351.272289,6375.54
02/07/2018,158.1170364,2342.178417,6361.40
03/07/2018,160.0104198,2494.061429,6608.37
04/07/2018,159.2172416,2425.648447,6498.31
05/07/2018,159.8381342,2475.483361,6579.33
06/07/2018,159.5395983,2447.84099,6535.30
07/07/2018,160.0433731,2486.404104,6598.46
08/07/2018,161.080507,2572.586419,6737.86
09/07/2018,160.8757699,2551.644811,6704.92
10/07/2018,160.6196184,2525.669951,6664.02
11/07/2018,157.9170474,2307.114778,6309.08
12/07/2018,158.4831735,2348.938642,6377.98
13/07/2018,156.7183867,2215.841197,6159.47
14/07/2018,157.1298677,2245.838111,6208.99
15/07/2018,157.5200355,2273.681586,6255.11
16/07/2018,158.2932508,2329.643329,6347.60
17/07/2018,161.1395495,2552.126161,6710.81
18/07/2018,165.0644305,2937.915698,7320.59
19/07/2018,165.4698883,2972.29493,7376.04
20/07/2018,166.1710155,3028.207162,7467.03
21/07/2018,165.3384773,2938.811125,7327.26
22/07/2018,166.0625161,2988.820657,7410.57
23/07/2018,166.3110322,2977.217014,7399.48
24/07/2018,168.2190866,3179.435023,7716.16
25/07/2018,171.1865372,3630.939036,8397.62
26/07/2018,170.3589199,3501.506902,8202.72
27/07/2018,168.8910872,3313.18697,7913.93
28/07/2018,170.3006523,3481.355484,8173.77
29/07/2018,170.625961,3488.710272,8190.36
30/07/2018,170.9124248,3513.053424,8229.61
31/07/2018,170.7317843,3473.761876,8171.84
01/08/2018,168.2146843,3186.005416,7725.13
02/08/2018,167.5271044,3102.75227,7596.70
03/08/2018,167.2760171,3067.20071,7542.69
04/08/2018,166.5408471,2982.517001,7411.34
05/08/2018,163.574714,2728.450059,7002.21
06/08/2018,163.8584209,2745.678642,7031.59
07/08/2018,163.1423989,2682.29376,6929.99
08/08/2018,161.5236829,2555.14543,6722.58
09/08/2018,157.6680635,2280.457338,6267.39
10/08/2018,160.3637797,2452.537577,6558.10
11/08/2018,156.56881,2200.793741,6135.75
12/08/2018,158.1932499,2306.531592,6313.75
13/08/2018,158.2340592,2306.628899,6314.69
14/08/2018,157.8205602,2277.150597,6265.85
15/08/2018,157.0607676,2229.314868,6184.83
16/08/2018,157.899746,2279.179844,6270.21
17/08/2018,158.1161694,2290.962314,6290.75
18/08/2018,160.7899577,2450.030112,6563.08
19/08/2018,159.2183509,2353.834603,6399.29
20/08/2018,160.151034,2406.735747,6490.72
21/08/2018,157.9808381,2280.000688,6272.95
22/08/2018,160.2241061,2392.896013,6473.08
23/08/2018,159.090295,2330.819243,6365.01
24/08/2018,160.7603726,2416.615874,6516.41
25/08/2018,162.7278382,2519.8395,6697.73
26/08/2018,163.3256779,2545.84681,6745.44
27/08/2018,162.8096097,2512.964374,6689.87
28/08/2018,164.565886,2595.993688,6839.16
29/08/2018,167.3668355,2739.812187,7092.97
30/08/2018,166.9328631,2702.867936,7033.43
31/08/2018,166.3694031,2662.766422,6966.96
01/09/2018,167.1820978,2693.280279,7025.14
02/09/2018,168.9670374,2788.893052,7192.35
03/09/2018,169.9904644,2842.584222,7286.67
04/09/2018,169.8932576,2822.809352,7257.47
05/09/2018,170.9590464,2880.986703,7358.81
06/09/2018,164.9032727,2556.15561,6790.90
07/09/2018,161.1379901,2390.649955,6488.08
08/09/2018,160.1357716,2347.452852,6408.65
09/09/2018,157.1019437,2230.870901,6187.79
10/09/2018,157.9770533,2262.865936,6249.25
11/09/2018,158.6681466,2286.399659,6295.39
12/09/2018,158.4309403,2277.505377,6278.42
13/09/2018,159.2038928,2302.016786,6327.54
14/09/2018,161.7751144,2383.558266,6490.91
15/09/2018,162.005023,2383.000174,6494.70
16/09/2018,162.8211062,2392.650558,6524.17
17/09/2018,162.4706909,2378.278182,6497.40
18/09/2018,158.1549012,2267.090742,6258.59
19/09/2018,159.7186409,2303.914991,6340.35
20/09/2018,160.6157099,2322.650756,6383.95
21/09/2018,162.9529372,2372.225583,6498.61
22/09/2018,167.6979476,2479.951586,6741.14
23/09/2018,167.6582463,2454.660258,6705.48
24/09/2018,167.892051,2449.607006,6703.14
25/09/2018,165.4912852,2392.289489,6576.55
26/09/2018,161.9008301,2327.757531,6416.44
27/09/2018,163.114798,2344.264956,6463.25
28/09/2018,168.4199923,2423.728009,6677.90
29/09/2018,167.2149503,2401.315004,6623.13
30/09/2018,166.2508279,2387.150827,6584.50
01/10/2018,166.4357413,2398.987036,6604.49
02/10/2018,166.0665981,2373.347507,6561.81
03/10/2018,165.6012691,2341.532535,6508.72
04/10/2018,165.2108741,2315.043177,6464.46
05/10/2018,165.9633539,2362.845758,6545.29
06/10/2018,166.3419829,2386.31359,6585.15
07/10/2018,166.0301046,2365.652385,6550.48
08/10/2018,166.2180338,2373.170287,6564.57
09/10/2018,166.6632736,2395.865206,6604.69
10/10/2018,166.5726015,2386.829961,6590.43
11/10/2018,165.8802722,2352.304609,6529.10
12/10/2018,161.8648543,2141.789956,6159.25
13/10/2018,162.1886388,2160.651916,6191.68
14/10/2018,162.225101,2164.484974,6197.69
15/10/2018,162.035076,2156.477714,6182.88
16/10/2018,164.9273505,2303.349956,6442.72
17/10/2018,165.1164174,2314.572471,6461.94
18/10/2018,164.883154,2303.995635,6442.73
19/10/2018,164.338054,2278.287033,6396.48
20/10/2018,164.1403522,2271.408284,6383.08
21/10/2018,164.4036039,2285.88211,6408.25
22/10/2018,164.472454,2290.032691,6415.34
23/10/2018,164.3560868,2286.405514,6408.03
24/10/2018,164.1678152,2280.374566,6395.99
25/10/2018,164.3808682,2290.233384,6413.80
26/10/2018,164.219842,2284.222486,6402.32
27/10/2018,164.2114551,2285.636223,6404.11
28/10/2018,164.2135068,2289.44733,6409.41
29/10/2018,164.1601318,2288.20375,6406.63
30/10/2018,162.2378851,2211.689531,6263.04
31/10/2018,162.3260048,2217.041306,6272.17
01/11/2018,162.7192296,2236.155963,6306.32
02/11/2018,163.189902,2255.979522,6342.98
03/11/2018,163.2405383,2259.016391,6348.17
04/11/2018,162.9808211,2251.336865,6332.43
05/11/2018,163.9277664,2301.538065,6420.42
06/11/2018,163.4777079,2295.329408,6402.95
07/11/2018,164.09641,2314.142511,6441.15
08/11/2018,165.0565326,2343.661468,6500.87
09/11/2018,163.3792119,2299.503375,6406.75
10/11/2018,162.052114,2263.906492,6331.38
11/11/2018,162.3982027,2274.69596,6353.11
12/11/2018,162.0535947,2266.811232,6335.41
13/11/2018,161.6787725,2261.492333,6320.66
14/11/2018,160.7293144,2236.900514,6267.94
15/11/2018,153.8002611,1833.420679,5574.26
16/11/2018,153.4405671,1812.70176,5538.56
17/11/2018,152.8984024,1789.638515,5496.02
18/11/2018,152.8417686,1794.132259,5501.09
19/11/2018,153.1997632,1828.352033,5555.38
20/11/2018,150.7001075,1310.882267,4792.20
21/11/2018,149.9733621,977.1457278,4317.53
22/11/2018,150.4042066,1139.025861,4549.32
23/11/2018,150.018427,966.4091387,4303.62
24/11/2018,149.9743864,957.0914943,4289.89
25/11/2018,149.7271166,610.0124547,3806.32
26/11/2018,149.7964173,710.9152412,3946.85
27/11/2018,149.6889673,533.6797003,3700.29
28/11/2018,149.7067859,588.7253615,3776.56
29/11/2018,150.1903291,894.9569148,4208.48
30/11/2018,150.1984055,917.0023419,4239.04
01/12/2018,149.8888594,728.7902362,3973.33
02/12/2018,150.0691607,852.9009816,4148.07
03/12/2018,149.9762149,818.4697316,4098.75
04/12/2018,149.7726429,636.6649516,3843.98
05/12/2018,149.7817808,672.0443452,3892.95
06/12/2018,149.6968097,540.2630783,3709.52
07/12/2018,149.6531643,397.6495692,3511.97
08/12/2018,149.6375608,297.1073678,3373.00
09/12/2018,149.6372352,322.4574509,3407.95
10/12/2018,149.6455651,418.402036,3540.44
11/12/2018,149.6333989,326.6029715,3413.59
12/12/2018,149.6301097,282.3999634,3352.56
13/12/2018,149.6306685,333.4726383,3423.01
14/12/2018,149.6278075,215.5645807,3260.34
15/12/2018,149.6271767,171.0582219,3198.95
16/12/2018,149.6270396,161.0008949,3185.07
17/12/2018,149.6269845,168.4993467,3195.41
18/12/2018,149.6282471,388.717302,3499.16
19/12/2018,149.6298592,504.9752983,3659.53
20/12/2018,149.6291118,532.6824407,3697.73
21/12/2018,149.6510588,800.6545562,4067.74
22/12/2018,149.6304767,635.1594941,3839.09
23/12/2018,149.6314594,726.404222,3964.95
24/12/2018,149.6285211,710.2923486,3942.67
25/12/2018,149.6282161,780.9037871,4040.05
26/12/2018,149.6269276,579.0162405,3761.58
27/12/2018,149.6269107,612.4232471,3807.66
28/12/2018,149.6269079,451.3135594,3585.46
29/12/2018,149.6269079,665.6420285,3881.05
30/12/2018,149.6269079,623.648102,3823.14
31/12/2018,149.6269079,625.2933994,3825.41
01/01/2019,148.4832813,584.8908396,3687.20
02/01/2019,149.493181,620.200047,3808.12
03/01/2019,150.2458601,646.5027733,3898.20
04/01/2019,149.3156793,613.1844557,3784.39
05/01/2019,149.6897468,625.7229163,3827.52
06/01/2019,149.4629378,617.219501,3798.61
07/01/2019,151.4782889,689.6689168,4045.99
08/01/2019,151.138149,676.3873094,4001.02
09/01/2019,151.0943388,673.8258037,3992.62
10/01/2019,151.2166563,677.1186763,4004.26
11/01/2019,147.9951048,567.5461616,3627.90
12/01/2019,147.9699889,566.4278053,3624.16
13/01/2019,147.9150054,564.3236408,3617.02
14/01/2019,146.9773882,532.8203193,3508.67
15/01/2019,148.3900548,578.6589085,3666.95
16/01/2019,147.6283263,553.841394,3581.29
17/01/2019,147.8621954,561.2636049,3606.99
18/01/2019,148.1665339,570.8264944,3640.13
19/01/2019,147.9058239,561.8790024,3609.43
20/01/2019,148.690076,584.0600146,3687.30
21/01/2019,147.1720655,541.6976285,3538.31
22/01/2019,147.1258423,541.0112905,3535.62
23/01/2019,147.554961,552.8453471,3577.31
24/01/2019,147.2170998,545.948929,3551.89
25/01/2019,147.3742016,550.4233323,3567.59
26/01/2019,147.2675487,548.8296067,3561.35
27/01/2019,147.2027345,547.6912792,3557.04
28/01/2019,146.8215356,542.9337568,3537.61
29/01/2019,145.544174,514.743132,3435.05
30/01/2019,144.9595452,504.3619013,3395.82
31/01/2019,145.4137274,516.2177821,3437.90
01/02/2019,145.0284045,508.7515504,3410.13
02/02/2019,145.3646669,518.761537,3445.05
03/02/2019,145.5520825,523.4983241,3461.94
04/02/2019,144.818511,510.573452,3413.02
05/02/2019,144.678887,510.6228672,3411.39
06/02/2019,144.7982647,515.0528645,3426.47
07/02/2019,143.9548957,499.3029497,3367.51
08/02/2019,143.7378676,497.3877377,3358.87
09/02/2019,147.4293479,564.8681766,3612.48
10/02/2019,147.5312914,567.3152293,3621.27
11/02/2019,147.8159012,572.9106761,3642.02
12/02/2019,146.9754348,559.6183756,3590.62
13/02/2019,146.8952039,559.065755,3587.90
14/02/2019,146.679803,556.1027485,3576.09
15/02/2019,146.4249528,552.535735,3561.92
16/02/2019,146.2146836,554.4247654,3565.01
17/02/2019,146.4473316,559.9022194,3584.74
18/02/2019,147.0626373,569.7605655,3622.76
19/02/2019,151.4238775,631.0964462,3866.13
20/02/2019,152.0176897,638.1954336,3895.44
21/02/2019,152.756571,646.9349326,3931.61
22/02/2019,151.9870032,637.2862425,3892.26
23/02/2019,153.1413544,650.7820304,3948.30
24/02/2019,156.5579878,689.4151024,4110.15
25/02/2019,149.2014975,603.7872906,3754.18
26/02/2019,150.552917,620.3158618,3822.02
27/02/2019,149.9285881,614.4762889,3796.18
28/02/2019,149.9813214,615.3043027,3799.38
01/03/2019,149.8156036,613.8933838,3792.95
02/03/2019,150.1937443,618.0945932,3810.63
03/03/2019,150.1412277,617.9906411,3809.64
04/03/2019,149.4473273,611.9782753,3782.38
05/03/2019,147.3435241,593.237363,3698.16
06/03/2019,150.8535262,624.9798041,3840.13
07/03/2019,151.1456743,627.6395096,3852.00
08/03/2019,151.223418,628.5976706,3855.92
09/03/2019,150.7576899,625.0878741,3839.23
10/03/2019,152.7187395,640.1452803,3910.36
11/03/2019,152.5518371,638.7344257,3903.91
12/03/2019,150.9905497,628.1473516,3851.57
13/03/2019,151.2049736,629.6527556,3858.91
14/03/2019,150.9692376,628.3634329,3851.96
15/03/2019,151.0006923,628.8288619,3853.78
16/03/2019,152.5878374,637.9308977,3901.91
17/03/2019,155.5873984,654.1256217,3989.80
18/03/2019,154.861244,649.7547591,3967.14
19/03/2019,154.9824381,649.9991024,3969.44
20/03/2019,155.9701393,654.6092068,3996.17
21/03/2019,157.2577606,660.5026818,4030.66
22/03/2019,155.3802876,650.5705435,3976.27
23/03/2019,155.7017057,651.7164056,3983.89
24/03/2019,155.6599685,651.2005106,3981.78
25/03/2019,155.2663107,649.2138931,3970.67
26/03/2019,152.8666598,638.8333206,3908.24
27/03/2019,153.2394953,640.3889667,3917.76
28/03/2019,157.5046463,658.278604,4027.01
29/03/2019,156.885051,655.6142157,4010.94
30/03/2019,159.9570606,668.4468468,4089.46
31/03/2019,160.0521706,668.8437859,4091.89
